2025-08-08 13:22:48,728 - botocore.credentials - INFO - Found credentials in shared credentials file: ~/.aws/credentials
2025-08-08 13:22:49,271 - __main__ - INFO - ✅ Connected to AWS SQS
2025-08-08 13:22:49,272 - __main__ - INFO - 📋 Profile: FABIO-PROD
2025-08-08 13:22:49,273 - __main__ - INFO - 🌍 Region: sa-east-1
2025-08-08 13:22:50,456 - botocore.credentials - INFO - Found credentials in shared credentials file: ~/.aws/credentials
2025-08-08 13:22:51,120 - __main__ - INFO - 🏢 Account ID: 432817839790
2025-08-08 13:22:51,121 - __main__ - INFO - 🚀 Starting DLQ monitoring for profile: FABIO-PROD
2025-08-08 13:22:51,121 - __main__ - INFO - 🌍 Region: sa-east-1
2025-08-08 13:22:51,121 - __main__ - INFO - ⏱️  Check interval: 30 seconds
2025-08-08 13:22:51,258 - __main__ - INFO - 🔍 Discovered 30 DLQ queues in FABIO-PROD sa-east-1:
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 financial-move-send-email-handler-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-bulk-notification-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-communication-cancellation-handler-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-communication-direct-message-handler-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-communication-mutation-handler-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-communication-query-handler-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-communication-scheduled-handler-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-contact-processor-dlq-prd
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-contact-processor-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-digitalguru-api-update-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-link-telegram-user-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-product-service-dlq-prd
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-product-service-dlq-prod
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-subscription-processor-dlq-prd
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-api-connector-domain-prod-dlq
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-cancel-simulation-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-end-simulation-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-new-trade-notification-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-notification-queue-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-start-simulation-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-stop-loss-notification-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-target-hit-notification-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-callback-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-closure-notification-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-detail-callback-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-update-notification-dlq-dev
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-transaction-processor-dlq-prd
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 fm-webhook-dg-processor-dlq-prd
2025-08-08 13:22:51,258 - __main__ - INFO -    📋 frm-transaction-processor-dlq-prd
2025-08-08 13:22:52,486 - __main__ - WARNING - ⚠️  DLQ fm-digitalguru-api-update-dlq-prod has 18 messages
2025-08-08 13:22:52,645 - dlq_monitor.notifiers.pr_audio - ERROR - ElevenLabs API error: 401
2025-08-08 13:22:52,836 - __main__ - CRITICAL - 🚨 CRITICAL DLQ ALERT 🚨
2025-08-08 13:22:52,837 - __main__ - CRITICAL - 📋 QUEUE NAME: fm-digitalguru-api-update-dlq-prod
2025-08-08 13:22:52,837 - __main__ - CRITICAL - 📊 MESSAGE COUNT: 18
2025-08-08 13:22:52,837 - __main__ - CRITICAL - 🌍 REGION: sa-east-1
2025-08-08 13:22:52,837 - __main__ - CRITICAL - 🏢 ACCOUNT: 432817839790
2025-08-08 13:22:52,837 - __main__ - CRITICAL - 🔗 QUEUE URL: https://sqs.sa-east-1.amazonaws.com/432817839790/fm-digitalguru-api-update-dlq-prod
2025-08-08 13:22:52,837 - __main__ - CRITICAL - ⏰ TIMESTAMP: 2025-08-08T13:22:52.486309
2025-08-08 13:22:52,837 - __main__ - CRITICAL - ================================================================================
2025-08-08 13:22:52,837 - __main__ - INFO - 🎆 Triggering auto-investigation for fm-digitalguru-api-update-dlq-prod
2025-08-08 13:22:52,839 - __main__ - INFO - 🚀 Starting auto-investigation for fm-digitalguru-api-update-dlq-prod
2025-08-08 13:22:52,839 - __main__ - INFO - 🔍 Started auto-investigation thread for fm-digitalguru-api-update-dlq-prod
2025-08-08 13:22:53,130 - dlq_monitor.notifiers.pr_audio - ERROR - ElevenLabs API error: 401
2025-08-08 13:22:53,131 - __main__ - INFO - 🔍 Executing Claude investigation: claude -p [PROMPT_HIDDEN]
2025-08-08 13:22:55,355 - __main__ - WARNING - Found 1 DLQ(s) with messages
2025-08-08 13:23:25,485 - __main__ - INFO - 🔍 Discovered 30 DLQ queues in FABIO-PROD sa-east-1:
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 financial-move-send-email-handler-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-bulk-notification-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-communication-cancellation-handler-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-communication-direct-message-handler-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-communication-mutation-handler-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-communication-query-handler-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-communication-scheduled-handler-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-contact-processor-dlq-prd
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-contact-processor-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-digitalguru-api-update-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-link-telegram-user-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-product-service-dlq-prd
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-product-service-dlq-prod
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-subscription-processor-dlq-prd
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-api-connector-domain-prod-dlq
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-cancel-simulation-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-end-simulation-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-new-trade-notification-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-notification-queue-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-start-simulation-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-stop-loss-notification-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-target-hit-notification-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-callback-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-closure-notification-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-detail-callback-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-update-notification-dlq-dev
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-transaction-processor-dlq-prd
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 fm-webhook-dg-processor-dlq-prd
2025-08-08 13:23:25,485 - __main__ - INFO -    📋 frm-transaction-processor-dlq-prd
2025-08-08 13:23:26,715 - __main__ - WARNING - ⚠️  DLQ fm-digitalguru-api-update-dlq-prod has 18 messages
2025-08-08 13:23:29,231 - __main__ - WARNING - Found 1 DLQ(s) with messages
2025-08-08 13:23:59,466 - __main__ - INFO - 🔍 Discovered 30 DLQ queues in FABIO-PROD sa-east-1:
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 financial-move-send-email-handler-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-bulk-notification-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-communication-cancellation-handler-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-communication-direct-message-handler-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-communication-mutation-handler-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-communication-query-handler-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-communication-scheduled-handler-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-contact-processor-dlq-prd
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-contact-processor-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-digitalguru-api-update-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-link-telegram-user-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-product-service-dlq-prd
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-product-service-dlq-prod
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-subscription-processor-dlq-prd
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-api-connector-domain-prod-dlq
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-cancel-simulation-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-end-simulation-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-new-trade-notification-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-notification-queue-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-start-simulation-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-stop-loss-notification-dlq-dev
2025-08-08 13:23:59,468 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-target-hit-notification-dlq-dev
2025-08-08 13:23:59,469 - __main__ - INFO -    📋 fm-telegram-trades-domain-prod-trade-callback-dlq-dev
